"TOA5","CR300Series_420","CR300","1740","CR300.Std.11.00","CPU:sapflux_2sensor_CR300_30min.cr300","60975","SapFlowAll"
"TIMESTAMP","RECORD","Batt_volt","PTemp_C","S0_AlpOut","S0_AlpInn","S0_BetOut","S0_BetInn","S0_tMxTout","S0_tMxTinn","S0_TpDsOut","S0_dTDsOut","S0_TsDsOut","S0_TpUsOut","S0_dTUsOut","S0_TsUsOut","S0_TpDsInn","S0_dTDsInn","S0_TsDsInn","S0_TpUsInn","S0_dTUsInn","S0_TsUsInn","S0_tMxTUsO","S0_tMxTUsI","S1_AlpOut","S1_AlpInn","S1_BetOut","S1_BetInn","S1_tMxTout","S1_tMxTinn","S1_TpDsOut","S1_dTDsOut","S1_TsDsOut","S1_TpUsOut","S1_dTUsOut","S1_TsUsOut","S1_TpDsInn","S1_dTDsInn","S1_TsDsInn","S1_TpUsInn","S1_dTUsInn","S1_TsUsInn","S1_tMxTUsO","S1_tMxTUsI"
"TS","RN","","","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec","ratio","ratio","ratio","ratio","sec","sec","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","degC","sec","sec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2025-06-17 16:00:00",1396,12.87,27.95,0.22634,0.22312,0.24259,0.224,85.117,76.44,25.163,0.325,25.479,25.17,0.255,25.422,24.864,0.284,25.144,24.775,0.227,24.999,74.256,61.585,0.10166,0.19246,0.09692,0.19508,77.45,64.256,24.679,0.303,24.979,24.803,0.275,25.074,24.371,0.299,24.668,24.426,0.246,24.671,77.826,70.635
"2025-06-17 16:30:00",1397,12.86,27.71,0.2183,0.26924,0.24304,0.2834,99.204,86.036,25.421,0.38,25.783,25.409,0.298,25.7,25.008,0.312,25.313,24.913,0.235,25.146,88.095,62.445,0.09623,0.19992,0.09436,0.19852,82.887,66.692,24.914,0.333,25.241,25.055,0.303,25.352,24.522,0.311,24.831,24.579,0.255,24.832,83.011,69.568
"2025-06-17 17:00:00",1398,12.85,28.28,0.26624,0.23686,0.28448,0.23307,81.119,78.934,25.496,0.315,25.804,25.496,0.237,25.732,25.255,0.279,25.53,25.164,0.221,25.381,71.257,60.833,0.10004,0.19467,0.09898,0.19654,75.571,63.13,25.03,0.297,25.324,25.146,0.269,25.412,24.746,0.297,25.04,24.798,0.244,25.04,76.447,68.506
"2025-06-17 17:30:00",1399,12.85,27.92,0.22468,0.21955,0.23976,0.22842,85.093,81.662,25.509,0.333,25.832,25.516,0.262,25.774,25.293,0.284,25.572,25.212,0.226,25.436,75.733,61.068,0.0822,0.18433,0.08109,0.18633,77.324,64.632,25.087,0.308,25.391,25.208,0.284,25.488,24.825,0.3,25.122,24.879,0.249,25.126,80.951,70.51
"2025-06-17 18:00:00",1400,12.85,28.64,0.2906,0.26688,0.3096,0.26616,89.341,81.165,25.856,0.353,26.197,25.858,0.259,26.113,25.583,0.291,25.869,25.497,0.223,25.716,80.23,60.569,0.07894,0.1803,0.07785,0.18296,79.774,65.08,25.387,0.307,25.69,25.514,0.284,25.794,25.074,0.299,25.371,25.13,0.249,25.378,80.65,71.958
"2025-06-17 18:30:00",1401,12.85,28.86,0.3292,0.26628,0.341,0.25385,77.029,79.338,26.008,0.308,26.311,26.001,0.219,26.219,25.783,0.281,26.061,25.697,0.218,25.91,68.669,60.746,0.08094,0.18438,0.08381,0.18642,72.132,63.692,25.54,0.286,25.823,25.657,0.263,25.918,25.267,0.294,25.558,25.323,0.244,25.565,75.258,67.318
"2025-06-17 19:00:00",1402,12.85,28.23,0.20143,0.16634,0.20994,0.1598,79.41,73.233,25.712,0.301,26.008,25.736,0.244,25.978,25.679,0.264,25.94,25.61,0.225,25.831,72.546,61.876,0.05755,0.16007,0.05327,0.16576,75.064,61.124,25.339,0.289,25.625,25.45,0.274,25.72,25.226,0.288,25.51,25.277,0.244,25.519,74.939,68.499
"2025-06-17 19:30:00",1403,12.84,27.49,0.07382,0.09192,0.08064,0.08208,78.744,70.819,25.322,0.271,25.589,25.36,0.25,25.608,25.49,0.241,25.729,25.436,0.222,25.654,73.877,64.202,0.05221,0.14928,0.04806,0.15892,72.119,59.428,25.032,0.277,25.307,25.13,0.264,25.391,25.084,0.279,25.358,25.129,0.238,25.365,75.495,65.054
